,director_name,actor_2_name,actor_1_name,clean_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,imdb_score,movieId,year,genres,budget,original_title,popularity,revenue,title,language_n,year_n,country_n,content_rating_n,director_name_n,actor_1_name_n,actor_2_name_n,actor_3_name_n
4380,Mike Newell,James Fleet,Kristin Scott Thomas,four weddings and a funeral,1862,Simon Callow,English,UK,R,7.1,357,1994,Drama|Comedy|Romance,6000000,Four Weddings and a Funeral,8.990345,254700832.0,Four Weddings and a Funeral,1,4,2,4,7,9,1,4
4381,Amy Heckerling,Judge Reinhold,Jennifer Jason Leigh,fast times at ridgemont high,5002,Vincent Schiavelli,English,USA,X,7.2,3210,1982,Drama|Comedy|Romance,4500000,Fast Times at Ridgemont High,14.658885,27092880.0,Fast Times at Ridgemont High,1,4,1,18,4,9,5,5
4382,John Huston,Richard Basehart,Royal Dano,moby dick,588,James Robertson Justice,English,USA,Unrated,7.4,4429,1956,Adventure|Drama,4500000,Moby Dick,4.31583,10400000.0,Moby Dick,1,3,1,11,1,2,1,1
4384,Spike Lee,Rosario Dawson,Philip Seymour Hoffman,25th hour,26050,Aaron Stanford,English,USA,R,7.7,5954,2002,Drama|Crime,15000000,25th Hour,10.271871,13060843.0,25th Hour,1,5,1,4,14,18,16,2
4385,Lana Wachowski,Kevin Michael Richardson,Christopher Meloni,bound,3668,Peter Spellos,English,USA,R,7.4,866,1996,Thriller|Drama|Crime|Romance,4500000,Bound,12.449574,7011317.0,Bound,1,5,1,4,3,6,1,1
4387,Darren Aronofsky,Mark Margolis,Ellen Burstyn,requiem for a dream,2235,Louise Lasser,English,USA,R,8.4,3949,2000,Drama,4500000,Requiem for a Dream,6.874828,7390108.0,Requiem for a Dream,1,5,1,4,5,4,8,2
4388,Walter Lang,Jeanne Crain,Dana Andrews,state fair,496,Frank McHugh,English,USA,Approved,7.1,8460,1945,Romance|Musical,0,State Fair,1.81628,0.0,State Fair,1,2,1,12,1,1,1,1
4394,Carlos Saura,Juan Luis Galiardo,Mía Maestro,tango,371,Miguel Ángel Solá,Spanish,Spain,PG-13,7.2,2573,1998,Drama|Musical,0,"Tango, no me dejes nunca",0.596717,0.0,Tango,8,5,9,1,1,1,1,1
4400,Oliver Stone,John Savage,Jim Belushi,salvador,2762,Juan Fernández,English,UK,R,7.5,4407,1986,Thriller|Drama|History|War,4500000,Salvador,4.714357,0.0,Salvador,1,4,2,4,13,8,3,1
4401,Richard Kelly,Mary McDonnell,Jake Gyllenhaal,donnie darko,17040,James Duval,English,USA,R,8.1,4878,2001,Thriller|Drama|Sci-Fi|Mystery,6000000,Donnie Darko,18.303148,1270522.0,Donnie Darko,1,5,1,4,2,14,3,2
4402,Jonas Åkerlund,Nicholas Gonzalez,Patrick Fugit,spun,2110,Debbie Harry,English,USA,R,6.8,6223,2001,Crime|Drama|Comedy,2000000,Spun,7.115355,0.0,Spun,1,5,1,4,2,6,3,2
4403,Todd Solondz,Shirley Henderson,Rich Pecci,life during wartime,5041,Charlotte Rampling,English,USA,R,6.5,79800,2009,Drama|Comedy,4500000,Life During Wartime,3.3113919999999997,744816.0,Life During Wartime,1,5,1,4,3,1,6,8
4404,Barry Skolnick,Jason Flemyng,Jason Statham,mean machine,29325,Danny Dyer,English,UK,R,6.5,5134,2001,Drama|Comedy|Sport,0,Mean Machine,6.0044699999999995,0.0,Mean Machine,1,5,2,4,1,15,13,5
4405,Mateo Gil,Dominique McElligott,Sam Shepard,blackthorn,1950,Stephen Rea,English,Spain,R,6.6,95133,2011,Action|Western|Adventure,0,Blackthorn,4.191928,623528.0,Blackthorn,1,5,9,4,1,11,2,3
4406,Agnieszka Wojtowicz-Vosloo,Josh Charles,Liam Neeson,after.life,15860,Chandler Canterbury,English,USA,R,5.9,76317,2009,Horror|Drama|Mystery|Thriller,4500000,After.Life,9.063797000000001,3606395.0,After.Life,1,5,1,4,1,24,6,2
4407,Milos Forman,Michael Berryman,Scatman Crothers,one flew over the cuckoo's nest,2176,Louise Fletcher,English,USA,R,8.7,1193,1975,Drama,3000000,One Flew Over the Cuckoo's Nest,35.529554,108981275.0,One Flew Over the Cuckoo's Nest,1,4,1,4,3,1,2,2
4408,Mel Brooks,Dom DeLuise,Sid Caesar,silent movie,2951,Bernadette Peters,Français,USA,PG,6.7,8512,1976,Comedy|Romance,0,Silent Movie,8.636492,0.0,Silent Movie,19,4,1,2,6,4,3,3
4409,Kevin Sullivan,Jonathan Crombie,Zack Ward,anne of green gables,2667,Megan Follows,English,Canada,TV-G,8.4,26528,1985,Family|Drama|Children,0,Anne of Green Gables,7.222048,0.0,Anne of Green Gables,1,4,4,7,1,5,1,1
4415,Ernie Barbarash,Michael J. Morris,Michael Jai White,falcon rising,3089,Lateef Crowder,English,USA,R,5.8,129845,2014,Action|Adventure,0,Falcon Rising,4.738017,0.0,Falcon Rising,1,5,1,4,1,6,1,1
4416,Jonathan Glazer,James Fox,Ray Winstone,sexy beast,1291,Amanda Redman,English,UK,R,7.3,4378,2000,Thriller|Drama|Crime|Comedy,5000000,Sexy Beast,5.819673000000001,0.0,Sexy Beast,1,5,2,4,3,12,1,1
4417,Daniel Espinosa,Fares Fares,Fabian Bolin,easy money,857,Matias Varela,Swedish,Sweden,R,6.7,3846,1983,Thriller|Crime|Action|Drama|Comedy,0,Easy Money,7.963156,0.0,Easy Money,20,4,33,4,2,1,1,1
4419,Niki Caro,Rawiri Paratene,Keisha Castle-Hughes,whale rider,497,Tammy Davis,English,New Zealand,PG-13,7.6,6385,2002,Family|Drama,8000000,Whale Rider,11.040186,41400000.0,Whale Rider,1,5,3,1,2,2,1,1
4420,Ivan Engler,Claude-Oliver Rudolph,Yangzom Brauen,cargo,61,Anna Katharina Schwabroh,German,Switzerland,missing,6.2,69379,2006,Sci-Fi|Mystery|Thriller|Adventure|Drama,0,Cargo,1.598814,0.0,Cargo,10,5,24,0,1,1,1,1
4436,Kenny Ortega,Corbin Bleu,Lucas Grabeel,high school musical,2553,Olesya Rulin,English,USA,TV-G,5.2,46062,2006,Children|Romance|Family|Music|Drama|Comedy|Musical,4200000,High School Musical,10.187478,0.0,High School Musical,1,5,1,7,4,4,4,2
4437,missing,Daniella Alonso,Dorian Missick,animal kingdom,3026,Ellen Barkin,English,USA,missing,8.1,79720,2010,Drama|Crime,5000000,Animal Kingdom,9.649312,1000000.0,Animal Kingdom,1,5,1,0,0,6,1,5
4438,Richard Kwietniowski,Maury Chaykin,Jason Priestley,love and death on long island,938,Danny Webb,English,UK,PG-13,7.1,1794,1997,Drama|Comedy,0,Love and Death on Long Island,0.785094,0.0,Love and Death on Long Island,1,5,2,1,2,2,5,2
4439,Bob Clark,Susan Clark,Art Hindle,porky's,582,Tony Ganios,English,Canada,R,6.2,3688,1982,Comedy,4000000,Porky's,12.650546,125728258.0,Porky's,1,4,4,4,3,1,1,1
4440,George A. Romero,Shawn Roberts,Julian Richings,survival of the dead,1951,Kathleen Munroe,English,USA,R,5.0,75425,2009,Horror,4000000,Survival of the Dead,9.159799000000001,0.0,Survival of the Dead,1,5,1,4,6,6,5,1
4441,George A. Romero,Duane Jones,Judith O'Dea,night of the living dead,403,S. William Hinzman,English,USA,Unrated,8.0,968,1968,Sci-Fi|Mystery|Thriller|Horror|Drama,114000,Night of the Living Dead,14.384198000000001,30000000.0,Night of the Living Dead,1,3,1,11,6,1,1,1
4449,Sofia Coppola,Bill Murray,Scarlett Johansson,lost in translation,32015,Catherine Lambert,English,USA,R,7.8,6711,2003,Drama|Comedy|Romance,4000000,Lost in Translation,11.609441,119723856.0,Lost in Translation,1,5,1,4,3,16,23,1
4450,Woody Allen,Carol Kane,Woody Allen,annie hall,12691,Shelley Duvall,English,USA,PG,8.1,1230,1977,Comedy|Romance,4000000,Annie Hall,18.146043,38251425.0,Annie Hall,1,4,1,2,20,9,4,3
4451,Marc Forster,Peter Boyle,Heath Ledger,monster's ball,13707,Marcus Lyle Brown,English,USA,R,7.1,5015,2001,Drama|Romance,4000000,Monster's Ball,6.341187000000001,44909486.0,Monster's Ball,1,5,1,4,7,5,5,1
4452,Mike Figgis,Valeria Golino,Nicolas Cage,leaving las vegas,14823,Julian Sands,English,USA,R,7.6,25,1995,Drama|Romance,3600000,Leaving Las Vegas,10.332025,49800000.0,Leaving Las Vegas,1,5,1,4,1,22,4,5
4453,Rob Cohen,Hill Harper,Ryan Guzman,the boy next door,4807,Adam Hicks,English,USA,R,4.6,128592,2015,Thriller|Mystery,4000000,The Boy Next Door,10.200398,52425855.0,The Boy Next Door,1,6,1,4,6,2,4,1
4455,Carol Reed,Katy Jurado,Gina Lollobrigida,trapeze,986,Sidney James,English,USA,Approved,6.8,73109,1956,Drama|Romance,4000000,Trapeze,1.8010709999999999,14400000.0,Trapeze,1,3,1,12,2,1,1,1
4456,John Carpenter,Peter Jason,Meg Foster,they live,837,George 'Buck' Flower,English,USA,R,7.3,4553,1988,Horror|Sci-Fi|Action|Thriller,4000000,They Live,11.292364,13008928.0,They Live,1,4,1,4,8,1,2,1
4457,Richard Linklater,Lorelei Linklater,Ellar Coltrane,boyhood,673,Libby Villari,English,USA,R,8.0,112290,2014,Drama,4000000,Boyhood,6.430591000000001,44349000.0,Boyhood,1,5,1,4,9,1,1,1
4458,Woody Allen,Kevin McNally,Scarlett Johansson,scoop,20132,Geoff Bell,English,UK,PG-13,6.7,46967,2006,Fantasy|Crime|Mystery|Comedy,4000000,Scoop,8.16339,31584901.0,Scoop,1,5,2,1,20,16,7,3
4459,DJ Pooh,Mike Epps,Mo'Nique,3 strikes,3354,Faizon Love,English,USA,R,4.0,3322,2000,Comedy,6000000,3 Strikes,0.651625,9000000.0,3 Strikes,1,5,1,4,1,7,10,7
4460,Alfred Hitchcock,John Vernon,Roscoe Lee Browne,topaz,753,Philippe Noiret,English,USA,M,6.3,2179,1969,Thriller|Drama,4000000,Topaz,5.757907,6000000.0,Topaz,1,3,1,17,7,3,2,1
4461,Bob Odenkirk,Chi McBride,Dylan Baker,let's go to prison,1566,Amy Hill,English,USA,R,6.0,49276,2006,Crime|Comedy,4000000,Let's Go to Prison,3.8568269999999996,4630045.0,Let's Go to Prison,1,5,1,4,1,8,5,1
4462,Allison Anders,Alicia Witt,Salma Hayek,four rooms,7921,Lili Taylor,English,USA,R,6.7,18,1995,Fantasy|Comedy,4000000,Four Rooms,9.026586,4300000.0,Four Rooms,1,5,1,4,2,14,7,6
4463,Steven Shainberg,Stephen McHattie,Jeremy Davies,secretary,2251,Lesley Ann Warren,English,USA,R,7.1,5617,2002,Drama|Comedy|Romance,4000000,Secretary,10.936827000000001,9304609.0,Secretary,1,5,1,4,2,4,4,1
4464,Oliver Stone,Zach Grenier,Michael Wincott,talk radio,1966,Bill Johnson,English,USA,R,7.3,4009,1988,Drama,4000000,Talk Radio,6.865513000000001,3468572.0,Talk Radio,1,4,1,4,13,7,2,1
4465,Christopher Guest,Fred Willard,Catherine O'Hara,waiting for guffman,3559,Larry Miller,English,USA,R,7.6,1449,1996,Comedy,0,Waiting for Guffman,8.130999000000001,0.0,Waiting for Guffman,1,5,1,4,3,14,8,9
4466,Jeff Franklin,Tyra Banks,Ivana Milicevic,love stinks,2662,Bridgette Wilson-Sampras,English,USA,R,5.8,2809,1999,Comedy,0,Love Stinks,1.097513,0.0,Love Stinks,1,5,1,4,1,8,2,6
4467,John Dahl,Aaron Hughes,Philip Baker Hall,you kill me,776,Jayne Eastwood,English,USA,R,6.5,54331,2007,Thriller|Crime|Comedy|Romance,4000000,You Kill Me,4.725299,2426851.0,You Kill Me,1,5,1,4,4,7,1,2
4468,Mike Mills,Lou Taylor Pucci,Kelli Garner,thumbsucker,1208,Nancy O'Dell,English,USA,R,6.6,36537,2005,Drama|Comedy,0,Thumbsucker,5.884228,1919197.0,Thumbsucker,1,5,1,4,2,6,4,3
4469,Kevin Smith,Michael Angarano,Anna Gunn,red state,4777,Stephen Root,English,USA,R,6.2,89343,2011,Action|Thriller|Crime|Horror,4000000,Red State,6.340655,1104682.0,Red State,1,5,1,4,11,1,10,14
4470,Dave McKean,Gina McKee,Stephanie Leonidas,mirrormask,1215,Rob Brydon,English,UK,PG,6.9,37857,2005,Adventure|Drama|Children|Fantasy,4000000,Mirrormask,5.354783,866999.0,Mirrormask,1,5,2,2,1,2,1,1
4471,Ron Fricke,Balinese Tari Legong Dancers,Collin Alfredo St. Dic,samsara,48,Puti Sri Candra Dewi,None,USA,PG-13,8.5,8485,2001,Romance|Music|Adventure|Drama|Documentary,3000000,Samsara,0.9764520000000001,0.0,Samsara,0,5,1,1,1,1,1,1
4475,Mora Stephens,Alexandra Breckenridge,Ray Winstone,zipper,3408,Elena Satine,English,USA,R,5.7,127132,2015,Thriller|Drama,0,Zipper,4.711535,0.0,Zipper,1,6,1,4,1,12,2,1
4476,Mars Callahan,Ricky Schroder,Chazz Palminteri,poolhall junkies,3130,Ernie Reyes Jr.,English,USA,R,7.0,6193,2002,Thriller|Drama|Comedy,0,Poolhall Junkies,6.670147999999999,0.0,Poolhall Junkies,1,5,1,4,1,9,4,3
4477,Leos Carax,Leos Carax,Kylie Minogue,holy motors,1298,Denis Lavant,French,France,Not Rated,7.1,96832,2012,Sci-Fi|Mystery|Fantasy|Drama|Musical,0,Holy Motors,7.342410000000001,641100.0,Holy Motors,2,5,8,10,1,3,1,1
4478,David Gordon Green,Tye Sheridan,Nicolas Cage,joe,13607,Ronnie Gene Blevins,English,USA,R,6.9,5340,1970,Drama,106000,Joe,0.345862,19319254.0,Joe,1,3,1,4,6,22,2,1
4482,Stefan Schwartz,Dan Futterman,Peter McNamara,shooting fish,975,Ralph Ineson,English,UK,PG,6.6,1755,1997,Crime|Comedy|Romance,3000000,Shooting Fish,1.6312879999999998,302204.0,Shooting Fish,1,5,2,2,1,2,2,1
4483,Renny Harlin,Lane Smith,Viggo Mortensen,prison,11083,Hal Landon Jr.,English,USA,R,5.9,26638,1988,Horror|Drama|Crime|Thriller,1300000,Prison,11.582419,354704.0,Prison,1,4,1,4,10,12,2,2
4485,Robert Lee King,Kathleen Robertson,Lauren Ambrose,psycho beach party,2282,Beth Broderick,English,Australia,Unrated,6.3,3830,2000,Horror|Mystery|Comedy|Thriller,1500000,Psycho Beach Party,3.8984410000000005,0.0,Psycho Beach Party,1,5,5,11,1,4,1,2
4486,David Schwimmer,Jordan Trovillion,Noah Emmerich,trust,916,Zoe Levin,English,USA,R,7.0,1236,1990,Romance|Thriller|Crime|Drama|Comedy,700000,Trust,4.085687999999999,0.0,Trust,1,4,1,4,1,7,1,1
4490,Sam Miller,Alan Williams,Rachel Griffiths,among giants,643,Rob Jarvis,English,UK,R,5.9,2569,1998,Drama|Comedy|Romance,0,Among Giants,0.381749,0.0,Among Giants,1,5,2,4,2,1,1,1
4491,Anne Fontaine,Naomi Watts,Robin Wright,adore,25269,Ben Mendelsohn,English,Australia,R,6.2,104631,2013,Drama|Romance,16000000,Adore,12.260159,318982.0,Adore,1,5,5,4,1,8,14,7
4492,Jim Mickle,Michael Cerveris,Connor Paolo,stake land,1038,Nick Damici,English,USA,R,6.5,89072,2010,Horror|Drama|Sci-Fi,650000,Stake Land,7.814255,33245.0,Stake Land,1,5,1,4,1,2,1,2
4493,Sam Levinson,Ezra Miller,George Kennedy,another happy day,10984,Demi Moore,English,USA,R,6.0,91010,2011,Drama|Comedy,4000000,Another Happy Day,3.496577,355688.0,Another Happy Day,1,5,1,4,1,4,3,9
4494,Vincenzo Natali,Angelo Tsarouchas,David Hewlett,nothing,1298,Marie-Josée Croze,English,Canada,R,6.3,27537,2003,Fantasy|Sci-Fi|Mystery|Comedy,0,Nothing,7.121397999999999,0.0,Nothing,1,5,4,4,4,4,1,2
4495,Peter H. Hunt,Ken Howard,Blythe Danner,1776,1541,Howard Caine,English,USA,PG,7.6,5472,1972,History|Children|Family|Drama|Musical,0,1776,1.558517,0.0,1776,1,3,1,2,1,5,2,1
4496,Ruba Nadda,Bonnie Lee Bouman,Saad Siddiqui,inescapable,242,Fadia Nadda,English,Canada,R,5.2,105121,2012,Mystery|Romance|Thriller|Action|Drama|War,0,Inescapable,5.949456,0.0,Inescapable,1,5,4,4,1,1,1,1
4497,Howard Hughes,Marian Marsh,Jean Harlow,hell's angels,457,James Hall,English,USA,Passed,7.8,31042,1930,Drama|War,3950000,Hell's Angels,5.276546,8000000.0,Hell's Angels,1,1,1,16,1,1,1,1
4498,Edward Burns,Rosemarie DeWitt,Debra Messing,purple violets,1585,Peter Jacobson,English,USA,missing,6.6,63590,2007,Drama|Comedy|Romance,4000000,Purple Violets,2.266369,0.0,Purple Violets,1,5,1,0,3,4,3,1
4499,Sidney Lumet,Faye Dunaway,Robert Duvall,network,5987,William Holden,English,USA,R,8.1,3504,1976,Drama|Comedy|Romance,3800000,Network,13.180457,23689877.0,Network,1,4,1,4,4,15,4,1
4500,Victor Fleming,George Reeves,Hattie McDaniel,gone with the wind,1862,Thomas Mitchell,English,USA,G,8.2,920,1939,Drama|History|War|Romance,4000000,Gone with the Wind,14.240357000000001,400176459.0,Gone with the Wind,1,2,1,3,1,1,1,4
4501,Sam Peckinpah,Slim Pickens,James Coburn,major dundee,2888,Warren Oates,English,USA,Approved,6.8,26142,1965,Adventure|Western|War,3800000,Major Dundee,3.055936,14873.0,Major Dundee,1,3,1,12,1,5,2,1
4502,George Sidney,Howard Keel,Keenan Wynn,annie get your gun,731,Betty Hutton,English,USA,Passed,7.0,25959,1950,Romance|Biography|Western|Comedy|Musical,3768785,Annie Get Your Gun,2.090588,8000000.0,Annie Get Your Gun,1,2,1,16,3,2,2,1
4505,Christopher Morris,Riz Ahmed,Kayvan Novak,four lions,1269,Alex Macqueen,English,UK,R,7.3,77800,2010,Crime|Drama|Comedy,967686,Four Lions,11.934045,4270000.0,Four Lions,1,5,2,4,1,2,1,1
4506,Peter Stebbings,Tony Nappo,Michael Kelly,defendor,2658,Charlotte Sullivan,English,Canada,R,6.8,76210,2009,Crime|Drama|Comedy,3500000,Defendor,5.600276999999999,44462.0,Defendor,1,5,4,4,1,8,4,2
4507,John Schlesinger,Barnard Hughes,Brenda Vaccaro,midnight cowboy,465,John McGiver,English,USA,X,7.9,1952,1969,Drama,3600000,Midnight Cowboy,10.579988,44785053.0,Midnight Cowboy,1,3,1,18,2,1,1,1
4508,Jim Abrahams,Lloyd Bridges,Peter Graves,airplane!,2726,Barbara Billingsley,English,USA,PG,7.8,2791,1980,Comedy,3500000,Airplane!,13.063203,83453539.0,Airplane!,1,4,1,2,1,1,2,1
4509,Kevin Carraway,Max Ryan,Michael Jai White,chain of command,2886,Jon Osbeck,English,USA,R,3.5,130768,2000,Action|Thriller,0,Chain of Command,0.297097,0.0,Chain of Command,1,5,1,4,1,6,3,1
4512,F. Gary Gray,John Witherspoon,Nia Long,friday,3455,Tony Cox,English,USA,R,7.3,69,1995,Drama|Comedy,3500000,Friday,14.56965,28215918.0,Friday,1,5,1,4,4,12,5,4
4514,Albert Hughes,Larenz Tate,Jada Pinkett Smith,menace ii society,3036,Khandi Alexander,English,USA,R,7.5,493,1993,Thriller|Drama|Crime|Action,3500000,Menace II Society,5.260924,27900000.0,Menace II Society,1,4,1,4,2,10,2,4
4515,Franc. Reyes,Gabourey Sidibe,Ta'Rhonda Jones,empire,4337,Malik Yoba,English,USA,TV-14,7.8,5901,2002,Drama|Crime|Music,4000000,Empire,2.1486549999999998,18591272.0,Empire,1,5,1,5,1,1,4,2
4519,Michael Gornick,Holt McCallany,George Kennedy,creepshow 2,3617,Dorothy Lamour,English,USA,R,6.0,3017,1987,Fantasy|Thriller|Comedy|Horror,3500000,Creepshow 2,9.330086999999999,14000000.0,Creepshow 2,1,4,1,4,1,4,1,1
4520,Richard Brooks,Robert Blake,John Forsythe,in cold blood,970,Will Geer,English,USA,Approved,8.0,6852,1967,Drama|History|Crime|Biography,3500000,In Cold Blood,8.592792,13007551.0,In Cold Blood,1,3,1,12,4,1,2,1
4524,Jack Smight,Robert Wagner,Janet Leigh,harper,2402,Shelley Winters,English,USA,Not Rated,7.0,8056,1966,Mystery|Thriller|Crime|Action|Drama,3500000,Harper,8.55931,12000000.0,Harper,1,3,1,10,2,2,6,2
4525,Alfred Hitchcock,Jean Marsh,Bernard Cribbins,frenzy,771,Clive Swift,English,UK,R,7.5,2178,1972,Thriller,3500000,Frenzy,5.316387000000001,12600000.0,Frenzy,1,3,2,4,7,1,2,1
4526,Michael Martin,Master P,Joe Estevez,i got the hook up,987,Anthony Johnson,English,USA,R,3.9,1886,1998,Comedy,0,I Got the Hook Up,0.9937159999999999,0.0,I Got the Hook Up,1,5,1,4,1,1,1,1
4527,Edward Burns,Frank Vincent,John Mahoney,she's the one,995,Michael McGlone,English,USA,R,6.1,804,1996,Drama|Comedy|Romance,3500000,She's the One,10.827266,9482579.0,She's the One,1,5,1,4,3,1,3,1
4528,Bill Condon,Lynn Redgrave,Brendan Fraser,gods and monsters,4238,Kevin J. O'Connor,English,USA,R,7.5,2333,1998,Drama|Biography,10000000,Gods and Monsters,6.7880210000000005,6451628.0,Gods and Monsters,1,5,1,4,3,13,3,2
4529,Gideon Raff,Gloria Votsis,Gideon Emery,train,836,Derek Magyar,English,USA,R,4.8,83334,2008,Horror|Thriller,0,Train,3.8748110000000002,0.0,Train,1,5,1,4,1,1,1,1
4530,Louis C.K.,J.B. Smoove,Wanda Sykes,pootie tang,2238,Robert Vaughn,English,USA,PG-13,5.2,4373,2001,Action|Comedy|Adventure|Musical,0,Pootie Tang,3.474987,0.0,Pootie Tang,1,5,1,1,1,4,2,2
4531,Anthony C. Ferrante,John Heard,Ian Ziering,sharknado,3075,Cassandra Scerbo,English,USA,TV-14,3.3,103596,2013,Horror|Sci-Fi,1000000,Sharknado,4.928195,0.0,Sharknado,1,5,1,5,1,2,11,1
4532,Adam Rapp,Will Ferrell,Zooey Deschanel,winter passing,20009,Dallas Roberts,English,USA,R,6.4,43914,2005,Drama|Comedy,3500000,Winter Passing,4.456904,113783.0,Winter Passing,1,5,1,4,1,14,24,3
4533,Angela Robinson,Geoff Stults,Jordana Brewster,d.e.b.s.,6380,Scoot McNairy,English,USA,PG-13,5.3,32300,2004,Action|Comedy|Romance,3500000,D.E.B.S.,5.161493,0.0,D.E.B.S.,1,5,1,1,1,2,5,5
4534,Charles Adelman,Kevin Pollak,Teri Polo,2:13,2307,Jere Burns,English,USA,missing,4.8,79547,2009,Horror|Thriller,3500000,2:13,0.8612129999999999,0.0,2:13,1,5,1,0,1,6,6,2
4535,Jay Oliva,Mark Valley,Michael Emerson,"batman: the dark knight returns, part 2",5526,Grey Griffin,English,USA,PG-13,8.4,99813,2013,Sci-Fi|Thriller|Animation|Crime|Action,3500000,"Batman: The Dark Knight Returns, Part 2",12.576611,0.0,"Batman: The Dark Knight Returns, Part 2",1,5,1,1,1,2,2,1
4536,Mark Young,Jake Busey,Alexa PenaVega,wicked blood,3854,Lew Temple,English,USA,Not Rated,5.4,122490,2014,Action|Drama|Crime|Thriller,3500000,Wicked Blood,3.188634,0.0,Wicked Blood,1,5,1,10,1,6,8,2
4537,Mel Brooks,Harvey Korman,Madeline Kahn,high anxiety,2861,Dick Van Patten,English,USA,PG,6.7,26386,1977,Thriller|Comedy,3400000,High Anxiety,5.101153,31063038.0,High Anxiety,1,4,1,2,6,4,3,3
4538,J.C. Chandor,Demi Moore,Kevin Spacey,margin call,22834,Ashley Williams,English,USA,R,7.1,90439,2011,Thriller|Drama|Biography,3500000,Margin Call,8.340757,19504039.0,Margin Call,1,5,1,4,3,15,9,3
4539,Eldar Rapaport,Adrian Gonzalez,Murray Bartlett,august,320,Edward Conna,English,USA,Not Rated,6.1,660,1996,Drama|Romance,0,August,0.987434,0.0,August,1,5,1,10,1,1,1,1
4547,Clark Gregg,Matt Gerald,Anjelica Huston,choke,3608,Jonah Bobo,English,USA,R,6.5,65126,2008,Drama|Comedy,3000000,Choke,7.589546,3830137.0,Choke,1,5,1,4,1,4,2,1
4549,Damien Chazelle,Melissa Benoist,J.K. Simmons,whiplash,26495,Chris Mulkey,English,USA,R,8.5,112552,2014,Drama|Music,3300000,Whiplash,64.29999000000001,13092000.0,Whiplash,1,5,1,4,1,22,1,2
4552,Justin Kerrigan,John Simm,Danny Dyer,human traffic,1430,Shaun Parkes,English,UK,R,7.1,3581,1999,Music|Comedy,600000,Human Traffic,4.988283,4000000.0,Human Traffic,1,5,2,4,1,5,1,2
4553,Alejandro Monteverde,Ramon Rodriguez,Armando Riesco,bella,2747,Eduardo Verástegui,English,USA,PG-13,7.4,59440,2006,Drama|Romance,0,Bella,1.6543279999999998,0.0,Bella,1,5,1,1,1,5,3,1
4554,Mark L. Lester,Perry King,Roddy McDowall,class of 1984,1105,Timothy Van Patten,English,Canada,R,6.6,5935,1982,Action|Drama|Crime|Thriller,4300000,Class of 1984,4.821182,0.0,Class of 1984,1,4,4,4,4,6,1,1
4555,Jennifer Finnigan,Kenan Thompson,Geoff Stults,the opposite sex,3717,Josh Hopkins,English,USA,missing,4.5,123312,1956,Drama|Comedy|Romance,0,The Opposite Sex,0.48532700000000006,0.0,The Opposite Sex,1,3,1,0,1,5,4,2
4557,Eric Styles,Rupert Graves,Samantha Morton,dreaming of joseph lees,2020,Miriam Margolyes,English,USA,R,6.4,2998,1999,Drama|Romance,2000000,Dreaming of Joseph Lees,1.241349,7.0,Dreaming of Joseph Lees,1,5,1,4,1,9,4,5
4558,Roman Polanski,Mia Farrow,John Cassavetes,rosemary's baby,2997,Charles Grodin,English,USA,R,8.0,2160,1968,Horror|Drama|Thriller,3200000,Rosemary's Baby,11.504558,33395426.0,Rosemary's Baby,1,3,1,4,3,1,4,1
4562,Max Mayer,Terry Walters,Peter Gallagher,adam,1936,Amy Irving,English,USA,PG-13,7.2,70567,2009,Drama|Romance,0,Adam,7.003724000000001,2277396.0,Adam,1,5,1,1,1,6,1,2
4565,Mike Mills,Lou Taylor Pucci,Goran Visnjic,beginners,2016,Mary Page Keller,English,USA,R,7.2,87304,2010,Drama|Comedy|Romance,3200000,Beginners,6.726389999999999,5332926.0,Beginners,1,5,1,4,2,4,4,1
4566,John Gulager,Eric Dane,Krista Allen,feast,170118,Henry Rollins,English,USA,R,6.4,48678,2005,Action|Thriller|Comedy|Horror,0,Feast,7.888988,658573.0,Feast,1,5,1,4,1,1,3,2
4568,John Landis,Karen Allen,John Belushi,animal house,3468,Tim Matheson,English,USA,R,7.6,3421,1978,Comedy,2700000,Animal House,7.5253820000000005,141000000.0,Animal House,1,4,1,4,3,2,2,2
4569,Guy Hamilton,Gert Fröbe,Honor Blackman,goldfinger,1198,Lois Maxwell,English,UK,Approved,7.8,2947,1964,Action|Thriller|Adventure,2500000,Goldfinger,13.788839999999999,124881062.0,Goldfinger,1,3,2,12,4,2,1,7
4570,Brandon Cronenberg,Douglas Smith,Sarah Gadon,antiviral,1962,Caleb Landry Jones,English,Canada,Not Rated,5.7,98975,2012,Horror|Sci-Fi|Thriller,2400000,Antiviral,10.540581,0.0,Antiviral,1,5,4,10,1,3,2,2
4571,Frank Capra,Lionel Barrymore,Donna Reed,it's a wonderful life,1844,Thomas Mitchell,English,USA,PG,8.6,953,1946,Family|Drama|Fantasy|Romance,3180000,It's a Wonderful Life,15.031588000000001,9644124.0,It's a Wonderful Life,1,2,1,2,5,2,2,4
4572,Danny Boyle,Shirley Henderson,Kelly Macdonald,trainspotting,3559,Ewen Bremner,English,UK,R,8.2,778,1996,Crime|Drama|Comedy,4000000,Trainspotting,19.348466000000002,16491080.0,Trainspotting,1,5,2,4,5,6,6,6
